id,valid,canonical,iupac,cid,label
pos_1448,CCC(O)(COC(N)=O)c1ccccc1 ,CCC(COC(=O)N)(C1=CC=CC=C1)O,(2-hydroxy-2-phenylbutyl) carbamate,5752,0.0
pos_1450,CCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(O)CC34C)C(=O)COC(C)=O ,CCCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)C(=O)COC(=O)C,"[17-(2-acetyloxyacetyl)-9-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] butanoate",21445038,0.0
pos_1451,CCC1(NCC(=O)NC1=O)c2ccccc2 ,CCC1(C(=O)NC(=O)CN1)C2=CC=CC=C2,"3-ethyl-3-phenylpiperazine-2,6-dione",163317,0.0
pos_1453,C1CC(CCN1)CCc2c[nH]c3ccccc23 ,C1CNCCC1CCC2=CNC3=CC=CC=C32,3-(2-piperidin-4-ylethyl)-1H-indole,44668,0.0
pos_1454,CN(C)CC#CC=C2c1ccccc1C=Cc3ccccc23 ,CN(C)CC#CC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,"N,N-dimethyl-4-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)but-2-yn-1-amine",71397,0.0
pos_1455,CN(C)CCCn2c1CCCCCCc1c3ccccc23 ,CN(C)CCCN1C2=C(CCCCCC2)C3=CC=CC=C31,"3-(6,7,8,9,10,11-hexahydrocycloocta[b]indol-5-yl)-N,N-dimethylpropan-1-amine",21722,0.0
pos_1456,CC(C)NNC(=O)c1ccncc1 ,CC(C)NNC(=O)C1=CC=NC=C1,N'-propan-2-ylpyridine-4-carbohydrazide,3748,0.0
pos_1458,CCC(=O)C(C(C)CN(C)C)(c1ccccc1)c2ccccc2 ,CCC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,"6-(dimethylamino)-5-methyl-4,4-diphenylhexan-3-one",10072,0.0
pos_1459,CC13CCC(=O)C=C1C=CC4C2CC(=C)C(O)(C(=O)CO)C2(C)CC(O)C34 ,CC12CCC(=O)C=C1C=CC3C2C(CC4(C3CC(=C)C4(C(=O)CO)O)C)O,"11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-16-methylidene-1,2,8,9,11,12,14,15-octahydrocyclopenta[a]phenanthren-3-one",21508715,0.0
pos_1460,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,"N,N-diethyl-1-phenothiazin-10-ylpropan-2-amine",3290,0.0
pos_1461,CN(C)CCCN1c2ccccc2CC(=O)c2ccccc12,CN(C)CCCN1C2=CC=CC=C2CC(=O)C3=CC=CC=C31,11-[3-(dimethylamino)propyl]-6H-benzo[b][1]benzazepin-5-one,28424,0.0
pos_1462,Oc4cccc5CC2C1CCC(=O)CC1(CCN2CC3CC3)c45 ,C1CC1CN2CCC34CC(=O)CCC3C2CC5=C4C(=CC=C5)O,"17-(cyclopropylmethyl)-3-hydroxy-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-13-one",44281266,0.0
pos_1463,NC(Cc1ccc(O)c(O)c1)C(O)=O ,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",836,0.0
pos_1464,COc3ccc2Sc1ccccc1N(CC(C)CN(C)C)c2c3 ,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,"3-(2-methoxyphenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine",3916,0.0
pos_1465,CNCC(O)CC13CCC(c2ccccc12)c4ccccc34 ,CNCC(CC12CCC(C3=CC=CC=C31)C4=CC=CC=C24)O,"1-(methylamino)-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-2-ol",38207,0.0
pos_1466,CCOC1CCN(C1)C(=O)c4cc(c2ccccc2)c(=O)n5CCc3ccc(Cl)cc3c45 ,CCOC1CCN(C1)C(=O)C2=C3C4=C(CCN3C(=O)C(=C2)C5=CC=CC=C5)C=CC(=C4)Cl,"10-chloro-1-(3-ethoxypyrrolidine-1-carbonyl)-3-phenyl-6,7-dihydrobenzo[a]quinolizin-4-one",14770132,0.0
pos_1467,C1CC(CCN1)OCc3ccc2ccccc2c3 ,C1CNCCC1OCC2=CC3=CC=CC=C3C=C2,4-(naphthalen-2-ylmethoxy)piperidine,65650,0.0
pos_1468,CN1C(CCCC1CC(=O)c2ccccc2)CC(O)c3ccccc3 ,CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O,2-[6-(2-hydroxy-2-phenylethyl)-1-methylpiperidin-2-yl]-1-phenylethanone,3945,0.0
pos_1469,OC1CCN(CC1)c2ccc(nn2)c3ccccc3Cl ,C1CN(CCC1O)C2=NN=C(C=C2)C3=CC=CC=C3Cl,1-[6-(2-chlorophenyl)pyridazin-3-yl]piperidin-4-ol,65835,0.0
pos_1471,Clc1ccc(nn1)N2CCN(CC2)CC=Cc3ccccc3 ,C1CN(CCN1CC=CC2=CC=CC=C2)C3=NN=C(C=C3)Cl,3-chloro-6-[4-(3-phenylprop-2-enyl)piperazin-1-yl]pyridazine,71312,0.0
pos_1472,ClC(=Cn1cncn1)c2ccc(Cl)cc2Cl ,C1=CC(=C(C=C1Cl)Cl)C(=CN2C=NC=N2)Cl,"1-[2-chloro-2-(2,4-dichlorophenyl)ethenyl]-1,2,4-triazole",71333,0.0
pos_1473,CN3CC2Cc1ccc(Cl)cc1C(C2C3)c4ccccc4 ,CN1CC2CC3=C(C=C(C=C3)Cl)C(C2C1)C4=CC=CC=C4,"6-chloro-2-methyl-4-phenyl-1,3,3a,4,9,9a-hexahydrobenzo[f]isoindole",70609497,0.0
pos_1475,CN1CCC3=C(CC1)c2ccccc2Oc4ccccc34 ,CN1CCC2=C(CC1)C3=CC=CC=C3OC4=CC=CC=C24,"18-methyl-8-oxa-18-azatetracyclo[13.5.0.02,7.09,14]icosa-1(15),2,4,6,9,11,13-heptaene",68858,0.0
pos_1476,CC(C)Oc1ccccc1N2CCN(CC2)Cc3cccc(c3)C(=O)N4CCCCC4 ,CC(C)OC1=CC=CC=C1N2CCN(CC2)CC3=CC(=CC=C3)C(=O)N4CCCCC4,piperidin-1-yl-[3-[[4-(2-propan-2-yloxyphenyl)piperazin-1-yl]methyl]phenyl]methanone,60820,0.0
pos_1477,CN(C)CC(Oc1ccccc1)Oc2ccccc2 ,CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2,"N,N-dimethyl-2,2-diphenoxyethanamine",36109,0.0
pos_1478,COc3ccc(CCN1CCN(CC1)c2ccccc2Cl)cc3OC ,COC1=C(C=C(C=C1)CCN2CCN(CC2)C3=CC=CC=C3Cl)OC,"1-(2-chlorophenyl)-4-[2-(3,4-dimethoxyphenyl)ethyl]piperazine",3064105,0.0
pos_1479,CN2C(=O)CN=C(C1=CCCCC1)c3cc(ccc23)N(=O)=O ,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CCCCC3,"5-(cyclohexen-1-yl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one",189875,0.0
pos_1480,CCC1(NC(=O)N(C)C1=O)c2ccccc2 ,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,"5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione",4060,0.0
pos_1481,CCC1(C(=O)NC(=O)N(C)C1=O)c1ccccc1,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,"5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione",8271,0.0
pos_1482,Cc3cc(CCN1CCN(CC1)c2cccc(Cl)c2)n[nH]3 ,CC1=CC(=NN1)CCN2CCN(CC2)C3=CC(=CC=C3)Cl,1-(3-chlorophenyl)-4-[2-(5-methyl-1H-pyrazol-3-yl)ethyl]piperazine,71897,0.0
pos_1483,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2C(=O)CC3(C)C4(O)C(=O)CO ,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2(C1(C(=O)CO)O)C)C,"17-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",4063,0.0
pos_1484,CCCC(C)(COC(N)=O)COC(N)=O ,CCCC(C)(COC(=O)N)COC(=O)N,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate,4064,0.0
pos_1485,COCC3CN=C(c1ccccc1Cl)c2cc(Br)ccc2N3C ,CN1C(CN=C(C2=C1C=CC(=C2)Br)C3=CC=CC=C3Cl)COC,"7-bromo-5-(2-chlorophenyl)-2-(methoxymethyl)-1-methyl-2,3-dihydro-1,4-benzodiazepine",71272,0.0
pos_1486,CC(N(C)C)C(=O)c1ccccc1 ,CC(C(=O)C1=CC=CC=C1)N(C)C,2-(dimethylamino)-1-phenylpropan-1-one,71872,0.0
pos_1487,CNC2Cc1ccccc1N(C)c3ccccc23 ,CNC1CC2=CC=CC=C2N(C3=CC=CC=C13)C,"N,11-dimethyl-5,6-dihydrobenzo[b][1]benzazepin-5-amine",65700,0.0
pos_1488,Cc2cc(C)cc(OCC1CNC(=O)O1)c2 ,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,"5-[(3,5-dimethylphenoxy)methyl]-1,3-oxazolidin-2-one",15459,0.0
pos_1489,CC2C3Cc1ccc(O)cc1C2(C)CCN3C ,CC1C2CC3=C(C1(CCN2C)C)C=C(C=C3)O,"1,10,13-trimethyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",62518,0.0
pos_1490,CCC1(N(C)C(=O)NC1=O)c1ccccc1,CCC1(C(=O)NC(=O)N1C)C2=CC=CC=C2,"5-ethyl-1-methyl-5-phenylimidazolidine-2,4-dione",21908,0.0
pos_1492,Cc1ccccc1n3c(C)nc2ccccc2c3=O ,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,2-methyl-3-(2-methylphenyl)quinazolin-4-one,6292,0.0
pos_1493,CC1(C)NC(=O)C(O1)C=Cc2ccccc2 ,CC1(NC(=O)C(O1)C=CC2=CC=CC=C2)C,"2,2-dimethyl-5-(2-phenylethenyl)-1,3-oxazolidin-4-one",68936,0.0
pos_1494,CSc3ccc2Sc1ccccc1N(CC(C)CN(C)C)c2c3 ,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)SC)CN(C)C,"N,N,2-trimethyl-3-(2-methylsulfanylphenothiazin-10-yl)propan-1-amine",26430,0.0
pos_1495,COc3ccc2Sc1ccccc1N(CCCN(C)C)c2c3 ,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC,"3-(2-methoxyphenothiazin-10-yl)-N,N-dimethylpropan-1-amine",18847,0.0
pos_1496,CN1C(=O)CC(C)(C1=O)c1ccccc1,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,"1,3-dimethyl-3-phenylpyrrolidine-2,5-dione",6476,0.0
pos_1498,CC3CC2C1CCC(O)(C(=O)CO)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34 ,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,"11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",4159,0.0
pos_1499,CCC(=O)OC3(CCC4C2CC(C)C1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)COC(C)=O ,CCC(=O)OC1(CCC2C1(CC(C3C2CC(C4=CC(=O)C=CC34C)C)O)C)C(=O)COC(=O)C,"[17-(2-acetyloxyacetyl)-11-hydroxy-6,10,13-trimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl] propanoate",4474933,0.0
pos_1500,CC3CC2C1CCC(O)(C(=O)COC(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34 ,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O,"[2-(11,17-dihydroxy-6,10,13-trimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",584547,0.0
pos_1501,CCC1(CC)C(=O)NCC(C)C1=O ,CCC1(C(=O)C(CNC1=O)C)CC,"3,3-diethyl-5-methylpiperidine-2,4-dione",4162,0.0
pos_1502,CSc1ccc2c(c1)C(Cc1ccccc1S2)N1CCN(C)CC1,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,"1-methyl-4-(3-methylsulfanyl-5,6-dihydrobenzo[b][1]benzothiepin-5-yl)piperazine",4106,0.0
pos_1503,COC(=O)c1cncn1C(C)c2ccccc2 ,CC(C1=CC=CC=C1)N2C=NC=C2C(=O)OC,methyl 3-(1-phenylethyl)imidazole-4-carboxylate,21474,0.0
pos_1504,CC(N)COc1c(C)cccc1C ,CC1=C(C(=CC=C1)C)OCC(C)N,"1-(2,6-dimethylphenoxy)propan-2-amine",4178,0.0
pos_1505,CNCCCN2Cc1ccccc1Cc3ccccc23 ,CNCCCN1CC2=CC=CC=C2CC3=CC=CC=C31,"3-(6,11-dihydrobenzo[c][1]benzazepin-5-yl)-N-methylpropan-1-amine",3047746,0.0
pos_1507,Fc1ccc(cc1)C(=O)C4CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc23)CC4 ,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCCN3C4=C(C=C(C=C4)Cl)NC3=O,6-chloro-3-[3-[4-(4-fluorobenzoyl)piperidin-1-yl]propyl]-1H-benzimidazol-2-one,65489,0.0
pos_1508,COc4cc3[nH]c(C)c(CCN1CCN(CC1)c2ccccc2OC)c3cc4OC ,CC1=C(C2=CC(=C(C=C2N1)OC)OC)CCN3CCN(CC3)C4=CC=CC=C4OC,"5,6-dimethoxy-3-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-2-methyl-1H-indole",32345,0.0
pos_1509,CCN(CC)C(=O)C1(CC1CN)c2ccccc2 ,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,"2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide",11622909,0.0
pos_1510,COc4ccc3c(C2CCN(CCCC(=O)c1ccc(F)cc1)CC2)c(C)[nH]c3c4 ,CC1=C(C2=C(N1)C=C(C=C2)OC)C3CCN(CC3)CCCC(=O)C4=CC=C(C=C4)F,1-(4-fluorophenyl)-4-[4-(6-methoxy-2-methyl-1H-indol-3-yl)piperidin-1-yl]butan-1-one,172296,0.0
pos_1511,O=C(N(C1CCN(CC1)CCc2ccccc2)c3cnccn3)c4ccco4 ,C1CN(CCC1N(C2=NC=CN=C2)C(=O)C3=CC=CO3)CCC4=CC=CC=C4,N-[1-(2-phenylethyl)piperidin-4-yl]-N-pyrazin-2-ylfuran-2-carboxamide,60698,0.0
pos_1512,Cc1nccnc1N2CCCCC2 ,CC1=NC=CN=C1N2CCCCC2,2-methyl-3-piperidin-1-ylpyrazine,17860,0.0
pos_1513,NCC(CCc1ccc(F)cc1)=CF ,C1=CC(=CC=C1CCC(=CF)CN)F,2-(fluoromethylidene)-4-(4-fluorophenyl)butan-1-amine,114903,0.0
pos_1514,CCc2c(C)[nH]c3CCC(CN1CCOCC1)C(=O)c23 ,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,"3-ethyl-2-methyl-5-(morpholin-4-ylmethyl)-1,5,6,7-tetrahydroindol-4-one",23897,0.0
pos_1515,CN(C)CCC2(CCc1ccccc1C2=O)c3ccccc3 ,CN(C)CCC1(CCC2=CC=CC=C2C1=O)C3=CC=CC=C3,"2-[2-(dimethylamino)ethyl]-2-phenyl-3,4-dihydronaphthalen-1-one",174100,0.0
pos_1516,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC=C ,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,"4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",4425,0.0
pos_1517,C5CC(CN1CCC(C1)c2ccccc2)c4ccc3OCOc3c4C5 ,C1CC(C2=C(C1)C3=C(C=C2)OCO3)CN4CCC(C4)C5=CC=CC=C5,"3-phenyl-1-(6,7,8,9-tetrahydrobenzo[g][1,3]benzodioxol-6-ylmethyl)pyrrolidine",60932,0.0
pos_1518,CC1CN(C)CC2Cc3c(OC12O)ccc4ccccc34 ,CC1CN(CC2C1(OC3=C(C2)C4=CC=CC=C4C=C3)O)C,"13,15-dimethyl-11-oxa-15-azatetracyclo[8.8.0.02,7.012,17]octadeca-1(10),2,4,6,8-pentaen-12-ol",31117,0.0
pos_1519,CC(C)(C)CC1(CC=C)C(=O)NC(=O)NC1=O ,CC(C)(C)CC1(C(=O)NC(=O)NC1=O)CC=C,"5-(2,2-dimethylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",521716,0.0
pos_1520,NCC2CN(Cc1ccccc1)C(=O)C2 ,C1C(CN(C1=O)CC2=CC=CC=C2)CN,4-(aminomethyl)-1-benzylpyrrolidin-2-one,65926,0.0
pos_1521,CN3CCOC(c1ccccc1)c2ccccc2C3 ,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,"5-methyl-1-phenyl-1,3,4,6-tetrahydro-2,5-benzoxazocine",4450,0.0
pos_1522,CNc1cc(OC)c(cc1Cl)C(=O)NC3CCN(Cc2ccccc2)C3C ,CC1C(CCN1CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3OC)NC)Cl,N-(1-benzyl-2-methylpyrrolidin-3-yl)-5-chloro-2-methoxy-4-(methylamino)benzamide,4452,0.0
pos_1523,COc3cc2CC(=NN=C(c1ccc(N)cc1)c2cc3OC)C ,CC1=NN=C(C2=CC(=C(C=C2C1)OC)OC)C3=CC=C(C=C3)N,"4-(7,8-dimethoxy-4-methyl-5H-2,3-benzodiazepin-1-yl)aniline",65875,0.0
pos_1524,COc2ccc3CC6C4CCC(OC(=O)c1cccnc1)C5Oc2c3C45CCN6C ,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)OC(=O)C6=CN=CC=C6,"(9-methoxy-3-methyl-2,4,4a,5,6,7,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl) pyridine-3-carboxylate",522741,0.0
pos_1525,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O ,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,"7-nitro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",4506,0.0
pos_1526,Fc1ccc(cc1)C(=O)CCCN3CC2CCC(CC2)C3 ,C1CC2CCC1CN(C2)CCCC(=O)C3=CC=C(C=C3)F,4-(3-azabicyclo[3.2.2]nonan-3-yl)-1-(4-fluorophenyl)butan-1-one,3037070,0.0
pos_1527,COc1ccc2CC4NCCC35C(Oc1c23)C(O)C=CC45 ,COC1=C2C3=C(CC4C5C3(CCN4)C(O2)C(C=C5)O)C=C1,"9-methoxy-1,2,3,4,4a,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",1255,0.0
pos_1528,CCC(=O)C(CCN(C)C)(c1ccccc1)c2ccccc2 ,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,"6-(dimethylamino)-4,4-diphenylhexan-3-one",10090,0.0
pos_1529,COCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3F ,COCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3F,N-(2-fluorophenyl)-2-methoxy-N-[1-(2-phenylethyl)piperidin-4-yl]acetamide,60575,0.0
pos_1530,CN2CCc1cc(Cl)c(O)cc1C(C2)c3cccc4CCOc34 ,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC4=C3OCC4)O)Cl,"8-chloro-5-(2,3-dihydro-1-benzofuran-7-yl)-3-methyl-1,2,4,5-tetrahydro-3-benzazepin-7-ol",14958952,0.0
pos_1532,OCCN4CCN(CCCN2c1ccccc1C=Cc3ccccc23)CC4 ,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,2-[4-(3-benzo[b][1]benzazepin-11-ylpropyl)piperazin-1-yl]ethanol,9417,0.0
pos_1533,FC(F)(F)c5ccc4Sc1ccccc1N(CCCN3CCN(CCC2OCCCO2)CC3)c4c5 ,C1COC(OC1)CCN2CCN(CC2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)C(F)(F)F,"10-[3-[4-[2-(1,3-dioxan-2-yl)ethyl]piperazin-1-yl]propyl]-2-(trifluoromethyl)phenothiazine",62862,0.0
pos_1534,CCCC1OC1(CC)C(N)=O ,CCCC1C(O1)(CC)C(=O)N,2-ethyl-3-propyloxirane-2-carboxamide,31365,0.0
pos_1535,CC3CN2CC(=O)Nc1ccc(Cl)cc1C2(O3)c4ccccc4 ,CC1CN2CC(=O)NC3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl,"10-chloro-2-methyl-11b-phenyl-2,3,5,7-tetrahydro-[1,3]oxazolo[3,2-d][1,4]benzodiazepin-6-one",4617,0.0
pos_1536,Oc4ccc3CC1N(CCC2(CCCCC12O)c3c4)CC5CC5 ,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CC5)C=C(C=C4)O)O,"17-(cyclopropylmethyl)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene-4,10-diol",13080266,0.0
pos_1537,CC(CN(C)C)CN2c1ccccc1S(=O)(=O)c3ccccc23 ,CC(CN1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C31)CN(C)C,"3-(5,5-dioxophenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine",19396,0.0
pos_1538,COc4cc3[nH]c(C)c(CCN1CCN(CC1)c2ccccc2)c3cc4OC,CC1=C(C2=CC(=C(C=C2N1)OC)OC)CCN3CCN(CC3)C4=CC=CC=C4,"5,6-dimethoxy-2-methyl-3-[2-(4-phenylpiperazin-1-yl)ethyl]-1H-indole",4640,0.0
pos_1539,COc4ccc3Sc1ccccc1N(CCC2CCCCN2C)c3c4 ,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)OC,2-methoxy-10-[2-(1-methylpiperidin-2-yl)ethyl]phenothiazine,65612,0.0
pos_1540,CC(=O)Nc1ccc(O)cc1 ,CC(=O)NC1=CC=C(C=C1)O,N-(4-hydroxyphenyl)acetamide,1983,0.0
pos_1541,CCC1(C)OC(=O)N(C)C1=O ,CCC1(C(=O)N(C(=O)O1)C)C,"5-ethyl-3,5-dimethyl-1,3-oxazolidine-2,4-dione",8280,0.0
pos_1542,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O)C(=O)CO ,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F,"6-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",5230728,0.0
pos_1543,CCC(=O)Nc1ccc(O)cc1 ,CCC(=O)NC1=CC=C(C=C1)O,N-(4-hydroxyphenyl)propanamide,74325,0.0
pos_1544,NC(=O)CN1C(=O)COc2ccccc12 ,C1C(=O)N(C2=CC=CC=C2O1)CC(=O)N,"2-(3-oxo-1,4-benzoxazin-4-yl)acetamide",3047812,0.0
pos_1545,CN1CCCC(C1)CN3c2ccccc2Sc4ccccc34 ,CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,10-[(1-methylpiperidin-3-yl)methyl]phenothiazine,6075,0.0
pos_1546,Nc2nc1n(CCC(CO)CO)cnc1c(=O)[nH]2 ,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,2-amino-9-[4-hydroxy-3-(hydroxymethyl)butyl]-1H-purin-6-one,135398748,0.0
pos_1547,CC(C)CCNCC2COc1ccccc1O2 ,CC(C)CCNCC1COC2=CC=CC=C2O1,"N-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)-3-methylbutan-1-amine",3083868,0.0
pos_1549,C1CCn2nnnc2CC1,C1CCC2=NN=NN2CC1,"6,7,8,9-tetrahydro-5H-tetrazolo[1,5-a]azepine",5917,0.0
pos_1550,OC4CCN(CCCN2c1ccccc1Sc3ccc(C#N)cc23)CC4 ,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,10-[3-(4-hydroxypiperidin-1-yl)propyl]phenothiazine-2-carbonitrile,4747,0.0
pos_1551,COc4ccc3Sc1ccccc1N(CC(C)CN2CCC(O)CC2)c3c4 ,CC(CN1CCC(CC1)O)CN2C3=CC=CC=C3SC4=C2C=C(C=C4)OC,1-[3-(2-methoxyphenothiazin-10-yl)-2-methylpropyl]piperidin-4-ol,62870,0.0
pos_1552,OC(CN1CCCCC1)c2cc(on2)c3ccccc3 ,C1CCN(CC1)CC(C2=NOC(=C2)C3=CC=CC=C3)O,"1-(5-phenyl-1,2-oxazol-3-yl)-2-piperidin-1-ylethanol",71109,0.0
pos_1553,CN1CCN(CC1)C3=Nc2ccccc2Cc4ccccc34 ,CN1CCN(CC1)C2=NC3=CC=CC=C3CC4=CC=CC=C42,6-(4-methylpiperazin-1-yl)-11H-benzo[c][1]benzazepine,16106,0.0
pos_1554,CC(=O)OC(C1CCCCN1)c2ccccc2 ,CC(=O)OC(C1CCCCN1)C2=CC=CC=C2,[phenyl(piperidin-2-yl)methyl] acetate,558526,0.0
pos_1555,CC(C)(O)C(C)(O)c1ccc(Cl)cc1 ,CC(C)(C(C)(C1=CC=C(C=C1)Cl)O)O,"2-(4-chlorophenyl)-3-methylbutane-2,3-diol",6617,0.0
pos_1557,CC1C(OCCN1C)c2ccccc2 ,CC1C(OCCN1C)C2=CC=CC=C2,"3,4-dimethyl-2-phenylmorpholine",12460,0.0
pos_1558,NNCCc1ccccc1 ,C1=CC=C(C=C1)CCNN,2-phenylethylhydrazine,3675,0.0
pos_1559,CC(Cc1ccccc1)NN ,CC(CC1=CC=CC=C1)NN,1-phenylpropan-2-ylhydrazine,5929,0.0
pos_1560,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,"5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione",4763,0.0
pos_1561,Oc5ccc4CC2C1CCCCC1(CCN2CCc3ccccc3)c4c5 ,C1CCC23CCN(C(C2C1)CC4=C3C=C(C=C4)O)CCC5=CC=CC=C5,"17-(2-phenylethyl)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",521204,0.0
pos_1562,NC(=O)OCCCc1ccccc1 ,C1=CC=C(C=C1)CCCOC(=O)N,3-phenylpropyl carbamate,4770,0.0
pos_1563,CN1CCC(CC1)=C3c2ccccc2Sc4ccccc34 ,CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1,1-methyl-4-thioxanthen-9-ylidenepiperidine,4822,0.0
